testo_corretto;count
realizzazione di una relazione assistenziale efficace;2
port-a-cath;2
controllo glicemia;2
terapia sottocute endovena;2
rilevamento parametri vitali;2
inserimento sondino naso gastrico;2
colloquio di supporto;2
controllo dei parametri vitale;2
assistenza flebo;2
supporto psicologico al paziente;2
gestione e sostituzione catetere venoso;2
supporto psicologico alla famiglia;2
terapia per via endovenoso;2
posizionamento accesso periferico;2
posizionamento accesso sotto cutanea;2
rilevamento parametri;2
ed terapeutica;2
accesso venoso centrale;2
evacuazione;2
medicazione accesso centrale;2
terapia per via ipodermico;2
gestione della medicazione semplice;2
valutazione del grado di autosufficienza;2
terapia e v i m s c;2
terapia infusiva sottocute;2
carico infusore;2
antibioticoterapia;2
assistenza sostituzione tracheostomia;2
posizionamento gestione catetere venoso periferico;2
terapia endovena o sottocute;2
posizionamento e cambio catetere vescicale;2
lavaggio medicazione catetere venoso centrale;2
comunicazione;2
terapia endovena e ipodermico;2
esecuzione intramuscolo;2
terapia endovena e sotto cutanea;2
compilazione scale valutazione;2
gestione peripherally inserted central catheter port-a-cath a catetere;2
lesioni traumatico;2
compilazione documentazione;2
gestione drenaggio toracico;2
visita multidisciplinare;2
apertura cartella assistenza domiciliare integrata;2
compilazione cartella clinica;2
gestione dispositivo venoso centrale;2
midline;2
assistenza paziente palliative;2
lavoro di rete con altro figura professionale;2
accesso congiunto con altri professionista;2
reperimento accesso sottocute;2
terapia sotto cutanea ed endovena;2
apertura caso con millimetri di mercurio;2
visita integrato con millimetri di mercurio e o palliativista;2
med gastrostomia endoscopica percutanea;2
consulenza psicologico e familiare;2
gestione peripherally inserted central catheter o port-a-cath;2
colloquio familiare e paziente;2
gestione paziente pediatrico cronico;2
assistenza paziente cura palliative;2
posizionamento sostituzione catetere venoso;2
valutazione dei bisogno;2
ispezione cutaneo;2
gestione di accesso venoso periferico e sotto cutanea;2
gestione paziente sclerosi laterale amiotrofica;2
gestione di catetere venoso centrale;2
terapia a pressione negativo;2
colloquio informativo;2
misurazione dei parametri vitale;2
assistenza terminale oncologico e non;2
colloquio motivazionale;2
istruzione caregiver;2
istruzione caregiver caregiver;2
posizionamento catetere vescicale e gestione;2
manutenzione catetere venoso centrale;2
catetere venoso centrale gestione;2
relazione di aiuto assistito caregiver;2
gestione e cambio gastrostomia endoscopica percutanea sondino naso gastrico;2
terapia con elastomero;2
esecuzione clisma;2
gestione e cambio gastrostomia endoscopica percutanea e sondino naso gastrico;2
gestione e cambio gastrostomia endoscopica percutanea;2
catetere centrale;2
gestione e cambio catetere vescicale;2
istruzione al caregiver caregiver;2
raccolto dato;2
medicazione complesso semplice;2
colloquio con paziente;2
supporto al paziente e alla famiglia;2
medicazione semplice o complesso;2
medicazione chirurgico e rimozione punti di sutura;2
counselling terapia del dolore;2
rilevazione parametri vitale e dolore;2
gestione o sostituzione catetere vescicale;2
gestione catetere vescicale e drenaggio;2
gestione educazione gastrostomia endoscopica percutanea sondino naso gastrico;2
medicazione con;2
terapia endovenoso infusionale;2
counselling assistenziale terapeutico;2
counselling integritÃ  cutaneo medicazione;2
colloquio con paziente e parenti;2
counselling familiare;2
assistenza caregiver caregiver;2
medicazione sostituzione gastrostomia endoscopica percutanea;2
sottocute;2
gestione p e g;2
gestione educazione catetere vescicale;2
percorso diagnostico terapeutico assistenziale;2
terapia sottocute o endovena;2
terapia iniettivo endovena sottocute instramuscolare;2
colloquio con paziente familiare;2
terapia parenterale enterale;2
terapia parenterale e o totale;2
prelievo ematico e urina;2
terapia infusione endovenoso;2
accompagnare nel fine vita;2
infusione s c;2
parametri vitali;2
infusione per idratazione;2
infusione sottocute;2
terapia varie;2
infusione sottocute endovena;2
gestione sacca nutrizione parenterale totale;2
supporto ai caregiver;2
gestione emotrasfusione;2
supervisione;2
gestione catetere vescicale e stomie;2
educazione terapeutica paziente e caregiver caregiver;2
prelievo ematico emogasanalisi;2
gestione educazione tracheostomia;2
gestione educazione stomie;2
mobilizzazione passivo;2
infusione ipodermoclisi;2
fasciatura semplice e bendaggio;2
gestione educazione sondino naso gastrico;2
cura delle ferite;2
medicazione complesse;2
cateterizzazione;2
insulina;2
educazione terapeutica sanitario;2
infusione terapia;2
gestione parametri vitale;2
prelievo ed elettrocardiogramma e tampone covid;2
supporto emotivo;2
gestione parenterale;2
gestione complicanza assistenziale;2
visita con il medico;2
visita congiunto;2
gestione prelievo;2
educazione tracheostomia terapeutica;2
fasciatura bendaggio adesivo e elastico;2
controllo segno vitale;2
drenaggio gestione;2
raccolto parametri vitale;2
parametri funzionale;2
gestione cv;2
sostituzione sonda gastrostomia endoscopica percutanea;2
gestione posizionamento catetere vescicale;2
fasciatura arto;2
accesso venoso centrale e periferico;2
mobilizzazione e cura igienico;2
controllo parametri vitali;2
e c g;2
mobilizzazione del paziente;2
terapia palliative;2
medicazione complesso lesioni cutaneo;2
prelievo ematico secreti ed escreto;2
medicazione stomia;2
infusione farmaco;2
counselling alimentazione per latino per bocca;2
pulizia peripherally inserted central catheter;2
medicazione semplice media complesso;2
medicazione catetere venoso centrale e peripherally inserted central catheter;2
iniezione instramuscolare e;2
educazione terapia enterale;2
iniezione intramuscolare e sotto cutanea;2
medicazione catetere venoso centrale catetere venoso periferico;2
accesso venoso periferico e sotto cutanea;2
cooperazione servizio sociale;2
iniezione s c o i m;2
peretta evacuativo con sonda;2
sostituzione sondino naso gastrico e gastrostomia endoscopica percutanea;2
mobilizzazione e postura;2
gestione colon stomia;2
rilievo dolore;2
mobilizzazione paziente disabile;1
misurazione dei valore pressione glicemia;1
ureterostomia;1
monitoraggio parametri ed esame strumentale;1
misura segni vitali;1
valutazione activities of daily living;1
misurazione antropometrico;1
meditazione lesione da pressione e altri lesioni;1
monitoraggio parametri vitale follow up;1
monitoraggio parametri vitale e ventilatore;1
misurare i parametri;1
valore pressori;1
ulcera venoso;1
microclisma;1
vaccinazioni;1
monitoraggio ambiente;1
mobilizzazione postura del assistito;1
valutazione bisogno al domicilio;1
monitoraggio parametri vitale ed follow up;1
monitoraggio paziente complesso;1
monitoraggio parametri vitale e condizione del paziente;1
uscita socio riabilitative;1
misura dei parametri vitale;1
monitoraggio patologie cronico;1
monitoraggio parametri vitale e dolore;1
monitoraggio parametri vitali in scompenso cardiaco;1
misurazione parametri vitale pressiore arteriosa saturazione glicemia fleboclisi;1
monitoraggio e controllo nausea e vomito;1
valutazione alvo;1
monitoraggio e controllo dispnea;1
valutazione ausilio;1
misurazione peso altezza cranico;1
mobilizzazione e sostituzione catetere vescicale;1
misurazione pressione;1
valutazione assistenziale;1
mobilitazione paziente;1
valutazione aspetto sociale familiare;1
mobilizzazione e pratica igienico;1
monitoraggio durante il ricovero;1
monitoraggio gestione sintomo;1
valutazione caregiver caregiver;1
mobilizzazione e posizionamento;1
valutazione aspetto igiene personale;1
mobilizzazione a letto educazione sanitario alla persona;1
mobilizzazione e igiene;1
monitoraggio clinico paziente paziente cardiopatico percorso diagnostico terapeutico assistenziale scompenso;1
monitoraggio dei parametri vitali;1
monitoraggio dello stato di salute del paziente;1
mobilizzazione al letto e in carrozzina;1
valutazione bisogno socio sanitario;1
valutazione ambiente domestico degli utente e attivazione di percorso utile alla famiglia presenti sul territorio;1
monitoraggio delle condizione dell abitazione;1
mobilizzazione cinestesica;1
monitoraggio clinico in paziente cronico;1
valutazione competenze caregiver;1
monitoraggio parametri e follow up;1
monitoraggio parametri clinico assistenziale e dei segno e sintomo di malattia;1
monitoraggio assistenziale;1
misurazione del dolore;1
valutazione aderenza terapeutica;1
valutazione aderenza terapia farmacologico;1
monitoraggio assunzione terapia;1
monitoraggio bisogno primario;1
monitoraggio parametri auto rilevati;1
misurazione della glicemia;1
valutazione alimentazione;1
misurazione di parametri vitale;1
misurazione parametri vitale e vigilanza;1
monitoraggio p v;1
valutazione auto sufficienza;1
monitoraggio infermieristico;1
mobilizzazione letto e o carrozzina;1
misurazione dolore e segno vitale;1
monitoraggio generale e maratona per patologia;1
monitoraggio e sorveglianza;1
misurazione inr;1
misurazione parametri glicemia pressione saturazione o peso;1
monitoraggio e gestione sintomo;1
valutazione clinico assistenziale;1
monitoraggio e controllo parametri vitale;1
valutazione clinica patologie cronico;1
valutazione clinica;1
misurazione di parametri vitali;1
paziente palliative e cronico;1
paziente ventilato;1
percorso diagnostico terapeutico;1
terapia sottocute instramuscolare endovena ipodermico;1
percorso dimissione protetta in assistenza domiciliare integrata;1
peretta con sonda;1
peretta evacuativo svuotamento manuale;1
terapia sottocute instramuscolare ed endovena;1
peripherally inserted central catheter catetere lavare bendaggio;1
peripherally inserted central catheter fornire;1
peripherally inserted central catheter midline;1
peripherally inserted central catheter midline catetere venoso centrale port-a-cath;1
peso;1
valutazione compliance terapeutica;1
piaga;1
terapia sottocute idratazione;1
pianificazione;1
pianificazione assistenziale;1
pianificazione del lavoro;1
pianificazione delle cura;1
piede diabetico;1
pigtail;1
planning settimanale;1
pompa di infusione;1
pompa elastomerico terapia antalgico;1
pompa elastomero per dolore;1
port-a-cath a catetere;1
peso neonato;1
toilette delle escara nelle lesioni da decubito;1
toilette chirurgico lesioni decubito;1
toilette chirurgico;1
terapia x controllo dolore;1
palliative assistenza;1
palliative assistere;1
palliazione;1
paracentesi;1
paracentesi con medico;1
terapia venoso sotto cutanea;1
terapia venoso reidratante;1
parametri p a;1
terapia venoso intramuscolare sotto cutanea;1
paziente con nutrizione enterale portatori di gastrostomia endoscopica percutanea eventuale sondino naso gastrico;1
terapia venoso e sotto cutanea;1
parametri vitale ed educazione sanitario paziente e caregiver;1
parametri vitale iniezione ipodermoclisi;1
parametri vitale misurazione;1
parametri vitale misurazione della glicemia;1
parametri vitale pressiore arteriosa saturazione glicemia capillare;1
parametri vitale rilevazione;1
parametri vitali e follow up applicazione;1
terapia tramite gastrostomia endoscopica percutanea;1
parenterale somministrazione farmaci;1
parenterale terapia;1
parlare con il paziente;1
paziente con la sclerosi laterale amiotrofica attaccato al ventilatore;1
terapia venoso flebo ecc;1
terapia sotto cutanea intramuscolo;1
posizionamento catetere venoso periferico e gestione idratazione;1
posizionamento catetere venoso periferico e gestione infusione;1
posizionamento catetere venoso periferico e terapia iniettivo;1
posizionamento catetere venoso periferico per idratazione;1
posizionamento catetere vescicale e lavaggio vescicale;1
posizionamento catetere vescicale e sovrapubico;1
posizionamento catetere vescicale o sostituzione;1
posizionamento corsetto tutor;1
posizionamento del sondino naso gastrico;1
posizionamento di a v p;1
posizionamento di accesso sottocute;1
posizionamento di c v;1
port-a-cath peripherally inserted central catheter catetere venoso centrale;1
posizionamento di catetere vescicale;1
posizionamento di midline;1
posizionamento di sonda e catetere;1
posizionamento e cambio c v;1
posizionamento e controllo;1
terapia sotto cutanea endovenoso intramuscolare;1
posizionamento e gestione accesso vascolare;1
terapia sotto cutanea endovenoso e intramuscolare;1
terapia sotto cutanea endovenoso con elastomero;1
terapia sotto cutanea ed instramuscolare ed endovena;1
posizionamento e gestione del catetere vescicale;1
posizionamento e gestione di accesso periferico midline catetere venoso periferico ipodermoclisi;1
posizionamento e gestione di catetere vescicale;1
posizionamento di catetere venoso periferico endovena o ipodermico;1
posizionamento accesso ago cannula periferico;1
posizionamento accesso endovena periferico;1
posizionamento accesso sotto cutanea e addestramento familiare alla gestione della terapia sotto cutanea;1
posizionamento accesso vascolare periferico;1
terapia sottocute e instramuscolare;1
