testo_pulito;count
medicazione e lavaggio porth;2
gestione c v c ;2
assistenza flebo;2
assistenza in cure palliative;2
gestione bambino diabetico;2
gestione cambio peg;2
affiancamento accessi specialistici;2
valutazione mono o multiprofessionale;2
valutazione mono e multiprofessionale;2
gestione catetere venoso centrali;2
valutazione ldp;2
gestione cvc e picc;2
gestione catetere venoso;2
valutazione globale;2
valutazione generale;2
insulina;2
inserimento sondino naso gastrico;2
gestione cvc midline;2
apertura cartelle adi;2
vac terapy;2
inserimento mini mid;2
valutazione del setting domiciliari;2
valutazione del grado di autosufficienza;2
gestione catetere venosi;2
inserimento e gestione accessi vascolari periferici;2
gestione cvc picc;2
valutazione dei bisogni;2
inserimento accessi venosi;2
prelievi ematci;2
valutazione ambiente domestico;2
gestione cateri;2
medicazione di lesioni vascolari;2
iniezioni intramuscolo;2
apertura casi con mmg;2
colloqui con familiari;2
terapia infusionsle;2
gestione  alvo;2
posizionamento e gestione cvp;2
colloqui;2
psicoeducazione;2
colloquio con familiare;2
terapia infusiva endovena;2
terapia in vena;2
raccolta parametri vitali;2
gestione urostomie e colonstomie;2
colloquio paziente;2
colloquio con familiari;2
posizionamento e gestione sondino naso gastrico;2
colloquio familiare;2
terapia endovenosa e sottocute;2
colloquio motivazionale;2
gestione tracheostomie  peg;2
colloquio con i famigliari;2
terapia ev o sc;2
colloquio con il care giver;2
gestione  cv;2
collaborazione con il medico curante;2
medicazioni complesse semplici;2
gestione terapie infusive;2
gestioni cv;2
colloquio con il caregiver;2
terapia im sc;2
medicazioni complesse lesioni cutanee;2
gestione urostomia;2
terapia endovenosa idratante;2
posizionamento e cambio catetere vescicale;2
terapia infusionale endovena;2
gestione venosi centrali;2
gest picc;2
medicazioni di ldp;2
gestione e cambio peg;2
colostomia;2
gestione e medicazione picc;2
gestione vac terapy;2
compilazione cartella clinica;2
relazione;2
gestione e cambio peg e sng;2
terapia infusionale ev sc;2
realizzazione di una relazione assistenziale efficace;2
terapia infusionele;2
colloquio con assistito;2
promozione salute;2
promozione della salute;2
gestionecv;2
colloquio con famiglia;2
compilazione scale valutazione;2
fleet;2
gestione e medicazione accessi venosi centrali;2
gestione tracheostomia e ventilazione;2
comunicazione;2
gestione   sostituzione peg;2
terapia infusinale;2
terapia infusione endovenosa;2
posizionamento e gestione cateteri vescicali;2
fleboterapie;2
medicazioni e lavaggi cateteri venosi centrali;2
terapia infusiva sc;2
terapia farmacologica;2
gestione terapie;2
posizionamento e sostituzione catetere vescicale;2
colloquio di supporto;2
relazione di aiuto assistito caregiver;2
colloquio di sostegno;2
pv;2
terapia idratante sottocute;2
terapia inteamuscolare;2
gestione terapia sottocute;2
gestione udp;2
medicazioni chirurgiche e rimozione punti di sutura;2
clisma evaquativo;2
clisma fleet;2
colloquio con paziente;2
flebo tp;2
flebo sottocute;2
colloquio famigliare;2
terapia idratante ev;2
consulenze;2
gestioni terapie infusionali;2
consulenze infermieristiche;2
fleboclisi ipodermoclisi;2
terapia endovenosa  sottocutanea;2
consulenza psicologica e familiare;2
gestioni drenaggi;2
medicazioni cateteri venosi centrali;2
g peg;2
terapia ev sc im;2
gestione dispositivi venosi centrali;2
clistere evacuante;2
terapia idratante endovenosa;2
prelievi endovenosi;2
gestione terapie infusionale;2
terapia iniettiva ev sc im;2
terapia intramuscolare o sottocutanea;2
flebo ipodermoclisi;2
raccolta dati;2
medicazioni lesioni arti inferiori;2
gestione terapie endovenose;2
medicazioni ldc;2
paracentesi con medico;1
posizionamento  sostituzione e gestione di cv;1
posizionamento accessi venosi periferici o sottocutanei;1
parametro vitali;1
parenterale therapie;1
posizionamento accesso ago cannulla periferico;1
paracentesi;1
palliazione;1
palliativpatienten betreuen;1
prelievi e raccolta campioni urina escreato  tamponi;1
prelievi e gestione cvc;1
palliative betreuung;1
prelievi e consegna presso il centro raccolta ghilarza;1
posizionamento catetete vescicale;1
posizionamento catetere vescicale e gestione;1
parametri vitali  iniezioni  ipodermoclisi;1
prelievi ematici  bioligici e iline;1
posizionamento acccessi venosi;1
posizionamento accessi periferici;1
prelievi ematici   materiale biologico;1
posizionamento accessi sottocute;1
prelievi ematici   ecg;1
pa;1
prelievi ematichimici;1
prelievi ematiche;1
posizionamento cateteri vesciali;1
posizionamento cateteri venosi periferici;1
parametri vitale;1
prelievi emarici;1
prelievi ed ecg e tamoponi covid;1
prelievi ed ecg e tamponi covid;1
parametri vital;1
parametri vitali  misurazione;1
prelievi ematici  raccolta campioni biologici;1
parametri vitali  misurazione della glicemia;1
posizionamento accessi venosi periferici;1
parametri vitali ed educazione sanitaria paziente e caregeaver;1
parametri vitali pa saturazione glicemia capillare;1
parametri  p a   spo  fr ;1
prelievi ematici  urine  tao e colturale   tamponi colturali;1
posizionamento catetere vescicali;1
posizionamento catetere vescicale e sovrapubico;1
prelievi ed ecg;1
parametri vitali rilevazione;1
posizionamento catetere vescicale e lavaggi vescicali;1
prelievi ematici  colturali  microbiologici;1
organizzare colloqui per cercare di superare momenti di crisi;1
posizionamento accesso venosi o sottocutanei;1
organizzazione;1
prelievi ematici periferici e capillari;1
prelievi ematici microbiologici;1
posizionamento ago cannula  per ev per infusioni;1
organizzazione del setting di cura;1
posizionamento ago cannula  sottocute;1
prelievi ematici materiale organico;1
prelievi ematici e urine;1
prelievi e consegna al centro raccolta ghilarza;1
prelievi ematici e urinari;1
organizzazione lavorativa;1
organizzazione trasfusioni;1
prelievi ematici e trasporto materiale biologico in laboratorio analisi;1
prelievi ematici e sangue capillare;1
posizionamento ago cannula sotto cute ed endovenoso;1
posizionamento accesso vascolare periferico;1
orientamento ai servizi ausl;1
posizionamento ago cannule periferiche;1
posizionamento ago di hubert;1
organizzazione della cura  altri servizi  materiale ;1
ordinare materiale per medicazione;1
ordine e distribuzione ons;1
prelievi ematochinici;1
ordine e fornitura materiali e farmaci;1
posizionamento aghi;1
ordine farmaci;1
prelievi ematochimici e consegna in laboratorio;1
posizionamento acessi venosi periferici;1
posizionamento accesso venoso periferico sottocutaneo;1
prelievi ematochimici e biologici;1
prelievi ematici tamponi covid;1
posizionamento accesso venoso ecoguidato;1
prelievi ematico;1
ordine pannolini;1
prelievi ematici venosi ega;1
posizionamento aghi cannula;1
posizionamento accesso venoso e idratazione;1
prelievi ematici venosi e capillari;1
organisation hilfsmittel;1
organizzare aiuti aussiliari;1
posizionamento aghi canula;1
prelievi emativi;1
prelievi ematici e colturali;1
prelievi ematici e arteriosi;1
prelievi ematici e altro;1
posizionamento agocanula ev e sc;1
posizionamento c v c;1
posizionamento cannule ossigeno terapia;1
posizionamento catetere;1
prelievi ematici e altri campioni biologici;1
ossigenotherapia;1
prelievi ematici domiciliari e ambulatoriali;1
prelievi ematici e raccolta urine;1
posizionamento catetere periferico tipo midline;1
p v ;1
posizionamento accesso periferico;1
prelievi ematici da vena centrale  o da accesso venoso periferico o centrale ;1
prelievi ematici da accessi venosi centrali;1
posizionamento accesso endovena periferico;1
prelievi ematici a domicilio;1
prelievi ematici  venosi e capillari ;1
prelievi ematici  urine e colturali;1
posizionamento catetere venoso;1
ossimetria;1
posizionamento accesso sottocutaneo e addestramento familiari alla gestione della terapia sottocutanea;1
orientamento ai servizi e collaborazione della rete professionale;1
prelievi ematici e raccolta materiale biologico;1
posizionamento ago huber;1
prelievi ematici e raccolta campione urine  o feci;1
prelievi ematici e o controllo inr;1
orientamento ai servizi e creazione di un team multidisciplinare;1
prelievi ematici e o bioumorali;1
orientamento ai servizi semplici e gestione complicanze assistenziali;1
orientamento ai servizi sociosanitari territoriali;1
osservazione infermieristica;1
posizionamento accesso sottocutaneo;1
orientamento nella rete dei servizi;1
posizionamento ago venoso periferico;1
orientamento rete servizi;1
posizionamento ago_ cannula;1
posizionamento agocannula;1
osservazione condizioni igieniche e generali;1
prelievi ematici e inr;1
osservazione dei bisogni al momento;1
prelievi ematici e di materiale organico;1
orientamento alla rete dei servizi;1
posizione e gestione cv;1
posizione e gestione catetere vescicale;1
posizione di catetere vescicale;1
posizionare corsetti  tutori  ;1
posizionamneto cv;1
posizionamento e gestione terapia infusionale ev e sc;1
posizionamento e gestione terapia infusiva;1
posizionamentoe gestione catetere vescicale;1
posizionamento via ventosa;1
ordine della farmacia;1
posizionamento via sottocute;1
posizionamento e gestionecatetere vescicale;1
posizionamento vac theraphy;1
posizionamento terapia sc;1
posizionamento terapia palliativa con medico palliativista;1
posizionamento e o sostituzioni cateteri vescicali;1
posizionamento sostituzioni cateteri vescicali;1
posizionamento sostituzione sondino naso gastrico  peg;1
posizionamento sostituzione sng;1
posizionamento e sostituzione a v p ;1
pompa elastomerica;1
prelevare parametri vitali;1
port picc cvc;1
preleivo venoso;1
pratiche infermieristiche a pz covid  ;1
perette con sonda;1
port;1
pompe elastomeri per dolore;1
pr ematici;1
posizionamento e gestione del catetere vescicale;1
posizionamento e gestione di accessi periferici  midline  cvp  ipodermoclisi   ;1
posizione peg;1
perette evacuative  svuotamento manuale;1
posizionamento e gestione di catetere vescicale;1
posizionamento e gestione sng;1
pompe di infusione;1
postura paziente ed educazione nelle adl;1
pompa elastomerica terapia antalgica;1
posizunamento aghi;1
posizoionamento cannula s c;1
posizionemento sng;1
posizionementi  mobilizzazione  ;1
pozycionamento catetere  vesicale e gestione;1
posizionamento sng   gestione peg;1
posizionamento fleboa;1
posizionamento sc periferico;1
posizionamento s n g ;1
posizionamento fleboclisi;1
posizionamento rimozione cv;1
piaghe da decupito;1
picc midline cvc port;1
posizionamento gestione catetere vescicale;1
pianificazione;1
posizionamento sostituzione cateteri vescicali;1
posizionamento o sostituzione catetere vescicale;1
posizionamento gestione peg;1
posizionamento npt;1
picc midline;1
posizionamento intime per per terapia sc;1
pianificazione delle cure;1
posizionamento intime per ipodermoclisi  tx sottocutanea;1
posizionamento intima sottocute;1
posizionamento gestione sostituzione cv;1
picc katheter spülen und verbinden;1
pianificazione del lavoro;1
posizionamento sostituzione cateteri;1
posizionamento e sostituzione avp;1
peso;1
posizionamento e sostituzione c v ;1
planing settimanale;1
posizionamento sostituzione  e gestione  catetere vescicale  comprese derivazioni urinarie    gestione alvo;1
posizionamento sondinonasogastrico;1
pigtail;1
posizionamento e sostituzione cateteri vescicali;1
piede diabetico;1
posizionamento elastomero;1
peso neonato;1
posizionamento sng e gestione;1
posizionamento sng a domicilio;1
posizionamento e sostituzione di cateterismo vescicale;1
posizionamento sng  sostituzione peg;1
pflegeplanung;1
piaghe;1
picc versorgung;1
posizionamento e sostituzione periodica catetere vescicale;1
posizionamento e sostituzione sondino naso gastrico;1
posizionamento sondino naso gastrico;1
posizionamento  gestione  rimozione cv;1
posizionamento cvp e terapia iniettiva;1
posizionamento  e gestione catetere vescicale;1
posizionamento cvp per idratazione;1
posizionamenti sng;1
peg  net;1
prelievi di sangue e di materiale biologico;1
prelievi di sangue domiciliari;1
posizionamenti e gestione cateteri vescicali;1
peg controllo ancoraggio  sostituzione;1
porth;1
prelievi da cvc e picc;1
prelievi da accesso centrale;1
posizionamento del sondino naso gastrico;1
prelievi capillari per dosaggio inr;1
posizionamente accesso venoso periferico;1
posizionamenro e gestione accessi venosi;1
peg sng drenaggi;1
peg sonden verbinden;1
peg stomie;1
prelievi capilari;1
posizionamente sostituzione catetere vescicale;1
prelievi domiciliari ematici e microbiologici;1
parenterale verabreichung von medikamenten;1
posizionamento  sorveglianza e rimozione terapie infusionali ev;1
posizionamento cv accessi venosi e relativa gestione;1
prelievi domiciliari  emogas analisi;1
parlo con il paziente;1
paz palliativi e cronici;1
pazienti con nutrizione enterale portatori di peg eventuali sng;1
prelievi domiciliari  ega;1
pazienti ventilati;1
posizionamento  gestione  rimozione peg;1
prelievi domiciliare;1
posizionamento  gestione cvp;1
pdta bambini diabetici;1
posizionamento  gestione cv;1
pdta bambino diabetico;1
posizionamento cvp e gestione idratazione;1
posizionamento cvp e gestione infusione;1
pdta bimbo diabetico;1
posizionamento  gestione catetere vescicale;1
posizionamento  gestione catetere venoso periferico;1
prelievi domiciliari   ecg  tamponi covid;1
prelievi  trasfusioni;1
prelievi  sangue;1
posiz e gestione cat vescicale;1
posizionamento e gesione catetere vescicale;1
prelievi  ematici  urinocoltura ect  ;1
prelievi  ematici;1
posiz  cat  vescicale o sostituzione;1
prelievi  del  sangue;1
prelievi   ematici  tao  per emotrasfusione ;1
peretta evacuativa;1
peg stomie  cateteri vescicali sondini ;1
posizionamento e gestione accessi vascolari;1
prelieve venoso;1
posizionamento e gestione caterere vescicale;1
prelevo capillare;1
posizionamento e gestione catetere venoso periferico;1
posisionamento e cambio c v;1
posizionamento e gestione catetere vescica;1
posizionamento e gestione cateteri venosi periferici;1
porth a cath;1
prelevi domiciliari;1
posizionamento e gestione  accessi venosi;1
prelievi campioni diagnostici in base alla prescrizione;1
posizionamento di a v p;1
prelievi campioni biologici;1
pelievi;1
prelievi bioumorali;1
posizionameneto catetere vescicale;1
posizionamen sostituzione catetere vescicale;1
posizionamento di accessi sc;1
posizionamento di c v;1
prelievi biologici;1
prelievi  venosi;1
pep mask;1
posizionamento di midline;1
percorso dimissione protette in adi;1
posizionamento di sonde e cateteri;1
peretta;1
posizioanmento di cvp ev o ipodermo;1
posiziinamento e gestione cv;1
prelievi ambulatoriali domiciliari;1
prelievi ambulatoriali;1
posizionamento e controllo vac;1
prelievi arteriosi e venosi;1
medicazione ulcere vascolari aa ii con bendaggio;1
medicazione ulcere e ferite chirurgiche;1
medicazione ulcere da compressione;1
medicazione ulcere arti inferiori;1
medicazione ulcere arteriose venose;1
medicazione ulcere arteriose;1
medicazione ulcera venosa;1
medicazione ulcera trofiche;1
medicazione ulcera da stasi venose miste;1
medicazioni semplici lesioni da decubito;1
medicazione tracheotomie;1
medicazione tracheostomie;1
medicazione stomie  diugiono uro peg   ;1
medicazione stomia nefrostomia;1
medicazione stoma;1
medicazione sondino peg  tracheostomie  sng;1
medicazione semplici e gestione delle complicanze assisstenziali;1
