testo_pulito;count
compilazione scale valutazione;2
colostomia;2
compilazione cartella clinica;2
infusione di terapia ev;2
infusione di albumina;2
informazioni;2
infusione sottocutaneo;2
im sc;2
lesioni traumatiche;2
lavaggio vescicale;2
lavoro di rete con altre figure professionali;2
infusioni terapia endovenosa;2
infusioni evsc;2
infusioni e injezioni;2
colloquio di supporto;2
iniezioni intramuscolo;2
infusioni venose;2
inserimento sondino naso gastrico;2
inserimento accessi venosi;2
insegnamento educazione;2
colloquio motivazionale;2
colloquio paziente;2
colloquio famigliare;2
colloquio familiare;2
colloquio di sostegno;2
insulina;2
inserimento mini mid;2
infusionstherapie;2
terapie ev e parenterali;2
terapie ev im sc;2
terapie enterali;2
gestione stipsi;2
gestione terapia in elastomero;2
gestione terapia enterale;2
gestione stomie intestinali;2
gestione terapia ipodermo;2
consulenze infermieristiche;2
infusione sottocute;2
consulenze;2
gestione terapia im sc;2
gestione sacche npt;2
gestione pz in cure palliative;2
contatti telefonici;2
contatti con mmg;2
gestione prelievi;2
terapia sotto cute;2
terapia sc im;2
consulenza psicologica e familiare;2
infusione terapia;2
infusione ipodermoclisi;2
infusione endovenose;2
gestione terapie infusionale;2
gestione terapie infusive;2
gestione terapia sottocute;2
gestione terapie;2
gestione terapie endovenose;2
gestione vac terapy;2
terapie im e sc;2
gestione udp;2
gestione tracheostomia e ventilazione;2
gestioneeducazione sng;2
gestionecambio peg;2
gestionecv;2
gestione venosi centrali;2
gestione urostomie e colonstomie;2
gestioni cv;2
comunicazione;2
gestionesostituzione sng;2
gestione urostomia;2
medicazione picc e midline;2
medicazione tracheo;2
medicazione semplicecomplessa;2
attivazione adi;2
assistenza pazienti palliativi;2
sostituzione cannula tracheale;2
sostituzione catere vescicale;2
sostituzione  catetere vescicale;2
sostegno al care giver;2
colloquio con paziente;2
rilevazioni pv;2
rilevazioni sintomi;2
rilevazione parametri vitali e dolore;2
rilevamento pv;2
rimozioni punti;2
rilievo dolore;2
rimozione catetere vescicale;2
somministrazione ev;2
bendaggi aaii;2
sostegno al caregiver;2
medicazioni accesso venoso;2
medicazioni  semplici e complesse;2
medicazioni aaii;2
clisma evaquativo;2
clisma fleet;2
medicazioni complessesemplici;2
medicazioni complesse lesioni cutanee;2
medicazioni chirurgiche e rimozione punti di sutura;2
medicazioni cateteri venosi centrali;2
medicazione porth;2
clistere evacuante;2
medicazioni ldc;2
medicazioni e lavaggi cateteri venosi centrali;2
medicazione picc midline;2
terapia intramusculare;2
terapia ipodermo;2
terapia ipodermoclisi;2
terapia intramuscolare o sottocutanea;2
medicazione semplice e avanzate;2
medicazione semplice e complesse;2
medicazioni di ldp;2
manutenzione cvc;2
medicazione accesso venoso;2
medicazione  semplice;2
medicazione e lavaggio porth;2
medicazione e lavaggio picc;2
medicazione e gestione picc;2
medicazione e gestione accessi vascolari;2
medicazione e gestione cvc;2
medicazione di lesioni vascolari;2
somministrazione di terapia;2
interventi educativi;2
colloquio con il caregiver;2
colloquio con familiari;2
colloquio con i famigliari;2
colloquio con il care giver;2
istruzione care giver;2
istruzione caregiver;2
lavaggio pic;2
katheterwechsel;2
intervento educativo;2
collaborazione con il medico curante;2
medicazione ulcere da decubito;2
medicazione ulcere da pressione;2
medicazione stomia;2
colloqui con familiari;2
colloqui;2
terapia infusione endovenosa;2
terapia infusionele;2
terapia infusionsle;2
med peg;2
medicazione piaghe da decubito;2
terapia iniettiva evscim;2
terapia infusiva sc;2
terapia infusiva endovena;2
terapia inteamuscolare;2
affiancamento accessi specialistici;2
colloquio con famiglia;2
colloquio con familiare;2
colloquio con assistito;2
med semplici;2
terapia infusionale ev sc;2
zusammenarbeit mit sozialdienste;1
accesi venosi;1
acceso venoso;1
accessi a domicilio con il medico di base;1
accessi con cure palliative;1
accessi con team cure palliative;1
accessi congiunti con il medico di famiglia al momento della diimissione;1
accessi congiunti con mmg;1
accessi congiunti con mmg e o specialisti;1
accessi congiunti con palliativista;1
accessi congiunti medici e altri;1
accessi congiunti medico di base team cure palliative sad;1
accessi congiunto con medico curante;1
accessi endovenosi;1
accessi ev sc e im;1
accessi ipodermo;1
accessi multidisciplinari;1
accessi sottocutanei ;1
accessi sottocute x idratazioni o terapie;1
accessi vascolari;1
accessi venosi centali;1
accessi venosi centrali;1
accessi venosi centrali e periferiche;1
accessi venosi centrali e periferici;1
accessi venosi centrali periferici;1
accessi venosi e fluidoterapie;1
accessi venosi o sottocutanei;1
accessi venosi periferici e gestione centrali;1
addestramenti vari caregiver per lassistenza al oaziente;1
visita con medico di medicina generale;1
visita con medico mmg;1
visita con medico specialista;1
visita con mmg;1
visita con mmg e specialista;1
visita con mmg o medico specialista;1
visita con specialista e mmg;1
accompagnamento morte;1
accompagnamento paziente e famiglie in cure palliative;1
accompagnamento per visite;1
accompagnamento persone in cure palliative;1
accompagnamento pz oncologico e non;1
accompagnamento specialista;1
accompagnare a determinate visite;1
addestramenti;1
accesso venosi;1
accesso venoso per tev;1
accompagnamento a visite ed esami;1
accompagnamento ai follow up;1
accompagnamento al paziente terminale;1
accompagnamento alla morte;1
accompagnamento e sostegno nel fine vita al paziente caregiver e familiari;1
accompagnamento e sostegno utentiparenti cure palliative;1
accesso con palliativista;1
accesso congiunti con le dottoresse di base e colloqui;1
accesso congiunto con medico palliativista;1
accesso congiunto con specialista medico;1
accesso congiunto per doppio controllo emotrasfusioni;1
accesso periferico;1
accesso post lutto;1
accesso vascolare periferico;1
educazione care giver pz;1
educazione care giver x aspirazioni tracheali;1
educazione care givercolloqui;1
educazione caregiver alla corretta mobilizzazionepostura paziente;1
educazione caregiver alla corretta somministrazione della nutrizione e ferale;1
educazione caregiver e familiari;1
educazione caregiver e utente;1
educazione caregiver gestione nutrizione artificiale;1
educazione allutilizzo apparecchi per la respirazione;1
educazione allutilizzo e gestione di presidi;1
educazione autocura e care giver;1
educazione caragivers;1
educazione care  giver;1
educazione care give;1
educazione care giver famigliare paziente;1
educazione care giver mobilizzazione profilassi;1
educazione alla sostituzione sacca stomia enterale;1
educazione alla terapia;1
educazione allassistenza di base;1
educazione allassunzione della terapia;1
educazione alle abitudini e stili di vita;1
educazione alle mansioni dei care giver;1
educazione alle posturemobilizzazione;1
educazione alluso di presidi e ausili vari;1
educazione alla postura preventiva per gli edemi declivi;1
educazione alla prevenzione delle ldp;1
educazione alla prevenzione delle lesioni;1
educazione alla prevenzione di ldp;1
educazione alla prevenzione di lesioni da pressione;1
educazione alla prevenzione rischio cadute;1
educazione alla prevenzione udp;1
educazione alla rilevazione dei parametri vitali;1
educazione dell eliminazione intestinale;1
educazione della persona;1
educazione dellassistito e del caregiver;1
educazione dellutentecliente e del caregiver;1
educazione e addestramento all uso di dispositivi eo di presidi;1
educazione e addestramento allutentefamiliare o caregiver a seconda dei bisogni dellutente e famiglia;1
educazione e addestramento care giver;1
educazione e addestramento care gives;1
educazione del care giver gestione cv;1
educazione del care giver per assistenza sanitaria;1
educazione del care giver per gestione dispositivi venosi eo sottocutanei eo centrali;1
educazione del caregiver alla gestione del sngpeg;1
educazione del caregiver alla gestione di influsioni;1
educazione del caregiver alla prevenzione delle lesioni cutanee;1
educazione del caregiver allaspirazione bronchiale;1
educazione del paziente  caregiver prevenzione lesioni da pressione  gestione del paziente cateterizzato  gestione del paziente con nutrizione parenteraleenterale;1
educazione colloquio nursering e addestramento;1
educazione colloquioaddestramento;1
educazione con  caregiver;1
educazione counseling;1
educazione cure igieniche;1
educazione dei caregiver;1
educazione dei parenti;1
educazione del care giver alla corretta gestione del paziente;1
educazione caregiver prevenzione lesioni;1
educazione caregiver terapia infusiva npt;1
educazione caregiverutente;1
educazione carergiver;1
educazione cargiver al nursing;1
educazione carne giver;1
educazione caunceliing;1
educazione clismi;1
educazione e supporto emotivo allutente e al caregiver;1
educazione ed addestramento pazientecaregiver;1
educazione ed informazione;1
educazione ed prevenzione alle lesioni da decubito;1
educazione eliminazione;1
educazione famigliabadante;1
educazione famigliari profilassi e prevenzione;1
educazione familiari e pazienti;1
educazione e istruzione al care giver;1
educazione e prevenzione;1
educazione e prevenzione sulla gestione delle ldp;1
educazione e promozione della salute;1
educazione e sorveglianza;1
educazione e sostegno care giver;1
educazione e supervisione alla gestione delle stomie;1
educazione e supporto alladozione di stili di vita sani;1
educazione e gestione delle stomie;1
educazione e gestione lesioni decubito e vascolari;1
educazione e gestione medicazioni semplici e complesse;1
educazione e gestione pazienti con peg;1
educazione e gestione terapia infusionale;1
educazione e gestione terapia intramuscolare eo per os;1
educazione e informazione del pz e del care giver;1
educazione e insegnamento gestione;1
educazione e addestramento caregiver;1
educazione e addestramento del caregiver alla somministrazione e gestione delle terapie;1
educazione e colloquio;1
educazione e formazione care giver;1
educazione e formazione care giver  sulla terapia  specialmente sulle cure palliative;1
educazione e formazione dei caregiver per la gestione dei presidi;1
educazione e formazione per la prevenzione delle ulcere da pressione;1
educazione e gestione catetere vescicale;1
educazione infermieristica carriera stomie;1
educazione infermieristica per la gestione di stomie e peg;1
educazione infusione nutrizionale;1
educazione istruzione care giver;1
educazione mobilizzazione attiva e passiva;1
educazione mobilizzazione ed utilizzo ausili per la prevenzione lesioni da pressione;1
educazione mobilizzazionemovimentazione;1
educazione ne e gestione peg;1
educazione gestione terapie parenterali;1
educazione gestione tracheo e drenaggi;1
educazione gestione tracheostomia;1
educazione igiene e mobilizzazione;1
educazione igienico;1
educazione igienico sanitaria;1
educazione igienicoalimentare;1
educazione in quasi tutte le categorie;1
educazione gestione peg;1
educazione gestione peg picc;1
educazione gestione per e sng;1
educazione gestione stomiaurostomia;1
educazione gestione terapia;1
educazione gestione terapia infusiva;1
educazione gestione terapie;1
educazione gestione terapie infusionali;1
educazione familiaricaregiver;1
educazione gestione catetere vescicale;1
educazione gestione fleboterapia ev e sc;1
educazione gestione linea infusionale;1
educazione gestione malattie croniche;1
educazione gestione medicazioni;1
educazione gestione ned;1
educazione gestione npt;1
educazione prevenzione lesione cutanea;1
educazione prevenzione lesioni da decubito;1
educazione prevenzione lesioni da pressione;1
educazione prevenzione udp;1
educazione procedure terapeutiche;1
educazione pte diabetico e altro tipo;1
educazione pz e al caregiver;1
educazione pz insulinodipendente;1
educazione pazienti stomizzati;1
educazione per gestione caterere;1
educazione per presidi e dispositivi medici;1
educazione persona eo caregiver;1
educazione preventiva;1
educazione prevenzione;1
educazione prevenzione cadute;1
educazione prevenzione delle lesioni da decubito;1
educazione paz e caregiver;1
educazione paz e caregiver pazienti palliativi;1
educazione paz e caregivers;1
educazione paziente caregiver;1
educazione paziente e care giver e sostegno alla famiglia;1
educazione paziente e familiari;1
educazione paziente famiglia;1
educazione pazientecaregiver;1
educazione nella infusione di sacche npt lavaggi allo stacco;1
educazione nella prevenzione  lesioni da decubito;1
educazione nelle adl;1
educazione nelle stomie x i caregire;1
educazione nptecc;1
educazione nptned;1
educazione nutrizione enterale e parenterale;1
educazione parente;1
educazione sanitaria al self care;1
educazione sanitaria al self care e addestramento del care giver;1
educazione sanitaria alla famiglia;1
educazione sanitaria alla gestione delle stomie sng peg ecc ecc;1
educazione sanitaria alla mobilizzazione e prevenzione di ldp;1
educazione sanitaria alla prevenzione cadute e corretta idratazione;1
educazione sanitaria alla prevenzione udp;1
educazione sanitaria attivazione figure multidisciplinare;1
educazione sanitaria ai care giver;1
educazione sanitaria ai care giver ed ai pazienti;1
educazione sanitaria ai contesti famigliari;1
educazione sanitaria ai pazienti;1
educazione sanitaria ai pazienti ed ai caregivers;1
educazione sanitaria al care giver di attrezzature elettromedicali;1
educazione sanitaria al paziente ed al caregive;1
educazione sanitaria al paziente parenti caregiver;1
educazione sanitaria  prevenzione ldp prevenzione complicanze;1
educazione sanitaria  sostegno allassistito al caregiver e familiari;1
educazione sanitaria a famiglia o caregiver;1
educazione sanitaria a famigliari e caregiver;1
educazione sanitaria a pz e care giver;1
educazione sanitaria a pz e caregiver;1
educazione sanitaria addestramento care giver rilevazione bisogni;1
educazione sanitaria addestramento caregiver;1
educazione pz o caregiver;1
educazione relativa al monitoraggio parametri;1
educazione respirazione;1
educazione rigardo a presidi sanitari;1
educazione sanitaria  alimentazione enterale;1
educazione sanitaria  corretti stili di vita;1
educazione sanitaria  di prevenzione;1
educazione sanitaria  formazione caregiver;1
educazione sanitaria e supporto psicologico;1
educazione sanitaria e supporto psicologico allassistito al caregiver e familiari;1
educazione sanitaria e terapeutics;1
educazione sanitaria es alvo alimentazione postura ecc;1
educazione sanitaria famigliari;1
educazione sanitaria familiari caregiver e paziente nella gestione del paziente in generale;1
educazione sanitaria fornitura materiale;1
educazione sanitaria generica;1
educazione sanitaria e formazione del caregiver per gestione catetere vescicale somministrazione di farmaci per varie vie di somministrazione ecc;1
educazione sanitaria e formazione e supporto care giver;1
educazione sanitaria e gestione catetere vescicale enterostomie o ureterostomie;1
educazione sanitaria e prevenzione;1
educazione sanitaria e promozione corretto stile di vita;1
educazione sanitaria e promozione della salute;1
educazione sanitaria e supporto alla famiglia;1
educazione sanitaria e supporto familiari e care giver;1
